Hardin County,Iowa,16523
Harrison County,Iowa,14638
Henry County,Iowa,19573
Howard County,Iowa,9357
Humboldt County,Iowa,9564
Ida County,Iowa,6835
Iowa County,Iowa,16386
Jackson County,Iowa,19353
Jasper County,Iowa,37991
Jefferson County,Iowa,15626
Johnson County,Iowa,158202
Jones County,Iowa,20917
Keokuk County,Iowa,9947
Kossuth County,Iowa,14410
Lee County,Iowa,32509
Linn County,Iowa,229402
Louisa County,Iowa,10540
Lucas County,Iowa,8775
Lyon County,Iowa,12288
Madison County,Iowa,16999
Mahaska County,Iowa,21967
Marion County,Iowa,33718
Marshall County,Iowa,40230
Mills County,Iowa,14642
Mitchell County,Iowa,10544
Monona County,Iowa,8503
Monroe County,Iowa,7486
Montgomery County,Iowa,10148
Muscatine County,Iowa,42316
'O''Brien County',Iowa,14067
Osceola County,Iowa,6016
Page County,Iowa,15012
Palo Alto County,Iowa,8807
Plymouth County,Iowa,25765
Pocahontas County,Iowa,7024
Polk County,Iowa,507487
Pottawattamie County,Iowa,93353
Poweshiek County,Iowa,18497
Ringgold County,Iowa,4646
Sac County,Iowa,9663
Scott County,Iowa,174589
Shelby County,Iowa,11823
Sioux County,Iowa,36399
Story County,Iowa,101501
Tama County,Iowa,16787
Taylor County,Iowa,5917
Union County,Iowa,11913
Van Buren County,Iowa,7266
Wapello County,Iowa,35417
Warren County,Iowa,55298
Washington County,Iowa,22554
Wayne County,Iowa,6542
Webster County,Iowa,36653
Winnebago County,Iowa,10563
Winneshiek County,Iowa,19728
Woodbury County,Iowa,106544
Worth County,Iowa,7322
Wright County,Iowa,12744
Allen County,Kansas,12466
Anderson County,Kansas,7813
Atchison County,Kansas,16142
Barber County,Kansas,4078
Barton County,Kansas,24901
Bourbon County,Kansas,14432
Brown County,Kansas,9267
Butler County,Kansas,68638
Chase County,Kansas,2555
Chautauqua County,Kansas,3360
Cherokee County,Kansas,19095
Cheyenne County,Kansas,2634
Clark County,Kansas,1861
Clay County,Kansas,7996
Cloud County,Kansas,8849
Coffey County,Kansas,8272
Comanche County,Kansas,1674
Cowley County,Kansas,34245
Crawford County,Kansas,38969
Decatur County,Kansas,2732
Dickinson County,Kansas,18432
Doniphan County,Kansas,7530
Douglas County,Kansas,121179
Edwards County,Kansas,2731
Elk County,Kansas,2478
Ellis County,Kansas,28920
Ellsworth County,Kansas,6387
Finney County,Kansas,37999
Ford County,Kansas,34047
Franklin County,Kansas,26223
Geary County,Kansas,35192
Gove County,Kansas,2733
Graham County,Kansas,2371
Grant County,Kansas,7158
Gray County,Kansas,5765
Greeley County,Kansas,1174
Greenwood County,Kansas,5909
Hamilton County,Kansas,2459
Harper County,Kansas,5392
Harvey County,Kansas,33635
Haskell County,Kansas,3630
Hodgeman County,Kansas,1681
Jackson County,Kansas,13392
Jefferson County,Kansas,18307
Jewell County,Kansas,2901
Johnson County,Kansas,625444
Kearny County,Kansas,3803
Kingman County,Kansas,7091
Kiowa County,Kansas,2404
Labette County,Kansas,19833
Lane County,Kansas,1533
Leavenworth County,Kansas,83735
Lincoln County,Kansas,2924
Linn County,Kansas,9885
Logan County,Kansas,2678
Lyon County,Kansas,32267
McPherson County,Kansas,30236
Marion County,Kansas,11768
Marshall County,Kansas,9963
Meade County,Kansas,3911
Miami County,Kansas,35333
Mitchell County,Kansas,5789
Montgomery County,Kansas,30756
Morris County,Kansas,5289
Morton County,Kansas,2592
Nemaha County,Kansas,10094
Neosho County,Kansas,15451
Ness County,Kansas,2639
Norton County,Kansas,5314
Osage County,Kansas,15798
Osborne County,Kansas,3440
Ottawa County,Kansas,5842
Pawnee County,Kansas,6068
Phillips County,Kansas,4762
Pottawatomie County,Kansas,26506
Pratt County,Kansas,9107
Rawlins County,Kansas,2480
Reno County,Kansas,61419
Republic County,Kansas,4608
Rice County,Kansas,9305
Riley County,Kansas,71673
Rooks County,Kansas,4776
Rush County,Kansas,2833
Russell County,Kansas,6683
Saline County,Kansas,53342
Scott County,Kansas,4962
Sedgwick County,Kansas,530254
Seward County,Kansas,21209
Shawnee County,Kansas,177596
Sheridan County,Kansas,2409
Sherman County,Kansas,5791
Smith County,Kansas,3541
Stafford County,Kansas,3948
Stanton County,Kansas,2012
Stevens County,Kansas,5074
Sumner County,Kansas,22393
Thomas County,Kansas,7858
Trego County,Kansas,2758
Wabaunsee County,Kansas,7073
Wallace County,Kansas,1501
Washington County,Kansas,5553
Wichita County,Kansas,2093
